object_id,object_type,total_amount,status
PR876,Purchase Requisition,5133.71,
PR877,Purchase Requisition,3925.15,
PR878,Purchase Requisition,7367.02,
PR879,Purchase Requisition,5777.48,
PR880,Purchase Requisition,8589.3,
PR881,Purchase Requisition,6141.06,
PR882,Purchase Requisition,7115.41,
PR883,Purchase Requisition,9013.75,
PR884,Purchase Requisition,6096.53,
PR885,Purchase Requisition,5582.98,
PR886,Purchase Requisition,7909.46,
PR887,Purchase Requisition,5270.05,
PR888,Purchase Requisition,2861.16,
PR889,Purchase Requisition,579.33,
PR890,Purchase Requisition,7202.93,
PR891,Purchase Requisition,4544.1,
PR892,Purchase Requisition,4744.94,
PR893,Purchase Requisition,5340.55,
PR894,Purchase Requisition,3963.71,
PR895,Purchase Requisition,3216.52,
PR896,Purchase Requisition,5308.75,
PR897,Purchase Requisition,6928.71,
PR898,Purchase Requisition,2873.84,
PR899,Purchase Requisition,3505.8,
PR900,Purchase Requisition,3265.39,
PR901,Purchase Requisition,4091.16,
PR902,Purchase Requisition,7140.53,
PR903,Purchase Requisition,444.35,
PR904,Purchase Requisition,5778.46,
PR905,Purchase Requisition,4006.17,
PR906,Purchase Requisition,2850.66,
PR907,Purchase Requisition,5860.08,
PR908,Purchase Requisition,8235.87,
PR909,Purchase Requisition,4955.77,
PR910,Purchase Requisition,3887.95,
PR911,Purchase Requisition,6675.47,
PR912,Purchase Requisition,5177.38,
PR913,Purchase Requisition,5324.77,
PR914,Purchase Requisition,4308.14,
PR915,Purchase Requisition,4001.4,
PR916,Purchase Requisition,1803.74,
PR917,Purchase Requisition,5969.98,
PR918,Purchase Requisition,4290.32,
PR919,Purchase Requisition,4242.01,
PR920,Purchase Requisition,8645.68,
PR921,Purchase Requisition,3345.52,
PR922,Purchase Requisition,6728.45,
PR923,Purchase Requisition,5517.09,
PR924,Purchase Requisition,2167.66,
PR925,Purchase Requisition,5526.91,
PR926,Purchase Requisition,3804.62,
PR927,Purchase Requisition,7715.56,
PR928,Purchase Requisition,5789.51,
PR929,Purchase Requisition,7051.89,
PR930,Purchase Requisition,7404.41,
PR931,Purchase Requisition,6427.34,
PR932,Purchase Requisition,3933.45,
PR933,Purchase Requisition,6407.77,
PR934,Purchase Requisition,6951.57,
PR935,Purchase Requisition,8563.92,
PR936,Purchase Requisition,6656.84,
PR937,Purchase Requisition,5586.76,
PR938,Purchase Requisition,6666.74,
PR939,Purchase Requisition,5934.74,
PR940,Purchase Requisition,6320.85,
PR941,Purchase Requisition,5165.26,
PR942,Purchase Requisition,4185.16,
PR943,Purchase Requisition,6324.01,
PR944,Purchase Requisition,7733.53,
PR945,Purchase Requisition,3807.18,
PR946,Purchase Requisition,5420.75,
PR947,Purchase Requisition,7148.23,
PR948,Purchase Requisition,3406.52,
PR949,Purchase Requisition,5582.01,
PR950,Purchase Requisition,4465.15,
PR951,Purchase Requisition,4959.72,
PR952,Purchase Requisition,720.94,
PR953,Purchase Requisition,3561.16,
PR954,Purchase Requisition,5284.32,
PR955,Purchase Requisition,3836.74,
PR956,Purchase Requisition,5694.93,
PR957,Purchase Requisition,3993.05,
PR958,Purchase Requisition,3478.65,
PR959,Purchase Requisition,4422.02,
PR960,Purchase Requisition,6884.74,
PR961,Purchase Requisition,6028.71,
PR962,Purchase Requisition,2722.52,
PR963,Purchase Requisition,2973.71,
PR964,Purchase Requisition,6533.12,
PR965,Purchase Requisition,4489.06,
PR966,Purchase Requisition,4615.4,
PR967,Purchase Requisition,4664.41,
PR968,Purchase Requisition,4959.46,
PR969,Purchase Requisition,2860.37,
PR970,Purchase Requisition,8600.61,
PR971,Purchase Requisition,6031.82,
PR972,Purchase Requisition,5050.16,
PR973,Purchase Requisition,6666.54,
PR974,Purchase Requisition,3242.5,
PR975,Purchase Requisition,4191.39,
PR976,Purchase Requisition,6063.37,
PR977,Purchase Requisition,5422.27,
PR978,Purchase Requisition,2032.31,
PR979,Purchase Requisition,8200.03,
PR980,Purchase Requisition,7678.37,
PR981,Purchase Requisition,5109.52,
PR982,Purchase Requisition,4131.08,
PR983,Purchase Requisition,1265.37,
PR984,Purchase Requisition,9710.78,
PR985,Purchase Requisition,4195.03,
PR986,Purchase Requisition,2793.68,
PR987,Purchase Requisition,6064.48,
PR988,Purchase Requisition,3006.21,
PR989,Purchase Requisition,5390.77,
PR990,Purchase Requisition,7140.07,
PR991,Purchase Requisition,7717.19,
PR992,Purchase Requisition,1265.82,
PR993,Purchase Requisition,3247.9,
PR994,Purchase Requisition,3168.41,
PR995,Purchase Requisition,5446.71,
PR996,Purchase Requisition,6236.85,
PR997,Purchase Requisition,4778.07,
PR998,Purchase Requisition,5929.3,
PR999,Purchase Requisition,8214.31,
PR1000,Purchase Requisition,6571.15,
Supplier1,Supplier,,
Supplier2,Supplier,,
Supplier3,Supplier,,
Supplier4,Supplier,,
Supplier5,Supplier,,
Supplier6,Supplier,,
Supplier7,Supplier,,
Supplier8,Supplier,,
Supplier9,Supplier,,
Supplier10,Supplier,,
Supplier11,Supplier,,
Supplier12,Supplier,,
Supplier13,Supplier,,
Supplier14,Supplier,,
Supplier15,Supplier,,
Supplier16,Supplier,,
Supplier17,Supplier,,
Supplier18,Supplier,,
Supplier19,Supplier,,
Supplier20,Supplier,,
Supplier21,Supplier,,
Supplier22,Supplier,,
Supplier23,Supplier,,
Supplier24,Supplier,,
Supplier25,Supplier,,
Supplier26,Supplier,,
Supplier27,Supplier,,
Supplier28,Supplier,,
Supplier29,Supplier,,
Supplier30,Supplier,,
Supplier31,Supplier,,
Supplier32,Supplier,,
Supplier33,Supplier,,
Supplier34,Supplier,,
Supplier35,Supplier,,
Supplier36,Supplier,,
Supplier37,Supplier,,
Supplier38,Supplier,,
Supplier39,Supplier,,
Supplier40,Supplier,,
Supplier41,Supplier,,
Supplier42,Supplier,,
Supplier43,Supplier,,
Supplier44,Supplier,,
Supplier45,Supplier,,
Supplier46,Supplier,,
Supplier47,Supplier,,
Supplier48,Supplier,,
Supplier49,Supplier,,
Supplier50,Supplier,,
